Date,Price,Open,High,Low,Vol.,Change %,Chg. %,Unnamed: 7
04/10/2014,74.0,74.0,74.0,74.0,,0.82%,,
04/11/2014,74.5,74.5,74.5,74.5,0.04K,0.68%,,
04/14/2014,74.55,74.55,74.55,74.55,0.01K,0.07%,,
04/15/2014,74.75,74.75,74.75,74.75,0.01K,0.27%,,
04/16/2014,74.25,74.25,74.25,74.25,,-0.67%,,
04/17/2014,74.25,74.25,74.25,74.25,0.01K,0.00%,,
04/22/2014,73.5,73.5,73.5,73.5,,-1.01%,,
04/23/2014,73.45,73.45,73.45,73.45,0.03K,-0.07%,,
04/24/2014,73.4,73.4,73.4,73.4,0.01K,-0.07%,,
04/25/2014,73.4,73.4,73.4,73.4,0.01K,0.00%,,
04/28/2014,73.3,73.3,73.3,73.3,0.07K,-0.14%,,
04/29/2014,73.45,73.45,73.45,73.45,0.05K,0.20%,,
04/30/2014,73.35,73.35,73.35,73.35,0.01K,-0.14%,,
05/01/2014,73.5,73.5,73.5,73.5,0.01K,0.20%,,
05/02/2014,73.4,73.4,73.4,73.4,0.02K,-0.14%,,
05/06/2014,73.2,73.2,73.2,73.2,0.04K,-0.27%,,
05/07/2014,73.2,73.2,73.2,73.2,0.03K,0.00%,,
05/08/2014,73.5,73.5,73.5,73.5,0.01K,0.41%,,
05/09/2014,73.5,73.5,73.5,73.5,0.02K,0.00%,,
05/12/2014,74.05,74.05,74.05,74.05,0.01K,0.75%,,
05/13/2014,74.2,74.2,74.2,74.2,0.01K,0.20%,,
05/14/2014,74.3,74.3,74.3,74.3,,0.13%,,
05/15/2014,74.3,74.3,74.3,74.3,0.01K,0.00%,,
05/16/2014,74.25,74.25,74.25,74.25,,-0.07%,,
05/19/2014,74.25,74.25,74.25,74.25,,0.00%,,
05/20/2014,74.25,74.25,74.25,74.25,,0.00%,,
05/21/2014,74.25,74.25,74.25,74.25,,0.00%,,
05/22/2014,74.2,74.2,74.2,74.2,0.05K,-0.07%,,
05/23/2014,74.25,74.25,74.25,74.25,0.01K,0.07%,,
05/27/2014,74.25,74.25,74.25,74.25,0.08K,0.00%,,
05/28/2014,73.95,73.95,73.95,73.95,0.02K,-0.40%,,
05/29/2014,73.95,73.95,73.95,73.95,0.02K,0.00%,,
05/30/2014,73.9,73.9,73.9,73.9,0.02K,-0.07%,,
06/02/2014,72.15,72.15,72.15,72.15,0.03K,-2.37%,,
06/03/2014,72.45,72.45,72.45,72.45,0.02K,0.42%,,
06/04/2014,72.2,72.2,72.2,72.2,0.04K,-0.35%,,
06/05/2014,72.15,72.15,72.15,72.15,0.03K,-0.07%,,
06/06/2014,72.25,72.25,72.25,72.25,0.02K,0.14%,,
06/09/2014,72.1,72.1,72.1,72.1,,-0.21%,,
06/10/2014,72.15,72.15,72.15,72.15,0.02K,0.07%,,
06/11/2014,72.15,72.15,72.15,72.15,0.05K,0.00%,,
06/12/2014,72.05,72.05,72.05,72.05,0.05K,-0.14%,,
06/13/2014,72.15,72.15,72.15,72.15,0.02K,0.14%,,
06/16/2014,72.5,72.5,72.5,72.5,0.04K,0.49%,,
06/17/2014,72.25,72.25,72.25,72.25,0.02K,-0.34%,,
06/18/2014,72.0,72.0,72.0,72.0,0.07K,-0.35%,,
06/19/2014,71.95,71.95,71.95,71.95,0.06K,-0.07%,,
06/20/2014,72.0,72.0,72.0,72.0,0.05K,0.07%,,
06/23/2014,72.0,72.0,72.0,72.0,0.02K,0.00%,,
06/24/2014,72.0,72.0,72.0,72.0,0.05K,0.00%,,
06/25/2014,72.0,72.0,72.0,72.0,0.02K,0.00%,,
06/26/2014,71.85,71.85,71.85,71.85,0.05K,-0.21%,,
06/27/2014,71.9,71.9,71.9,71.9,0.01K,0.07%,,
06/30/2014,71.1,71.1,71.1,71.1,0.06K,-1.11%,,
07/01/2014,70.7,70.7,70.7,70.7,0.14K,-0.56%,,
07/02/2014,70.75,70.75,70.75,70.75,0.05K,0.07%,,
07/03/2014,70.05,70.05,70.05,70.05,0.05K,-0.99%,,
07/04/2014,69.85,69.85,69.85,69.85,0.01K,-0.29%,,
07/07/2014,70.0,70.0,70.0,70.0,0.01K,0.21%,,
07/08/2014,69.9,69.9,69.9,69.9,0.01K,-0.14%,,
07/09/2014,69.85,69.85,69.85,69.85,0.05K,-0.07%,,
07/10/2014,69.8,69.8,69.8,69.8,0.01K,-0.07%,,
07/11/2014,69.65,69.65,69.65,69.65,0.17K,-0.21%,,
07/14/2014,69.5,69.5,69.5,69.5,0.25K,-0.22%,,
07/15/2014,69.5,69.5,69.5,69.5,0.19K,0.00%,,
07/16/2014,68.9,68.9,68.9,68.9,0.02K,-0.86%,,
07/17/2014,69.0,69.0,69.0,69.0,0.02K,0.15%,,
07/18/2014,69.1,69.1,69.1,69.1,0.01K,0.14%,,
07/21/2014,69.0,69.0,69.0,69.0,0.01K,-0.14%,,
07/22/2014,69.1,69.1,69.1,69.1,0.01K,0.14%,,
07/23/2014,69.25,69.25,69.25,69.25,0.04K,0.22%,,
07/24/2014,69.3,69.3,69.3,69.3,0.03K,0.07%,,
07/25/2014,69.3,69.3,69.3,69.3,0.03K,0.00%,,
07/28/2014,69.9,69.9,69.9,69.9,0.02K,0.87%,,
07/29/2014,70.15,70.15,70.15,70.15,0.05K,0.36%,,
07/30/2014,69.55,69.55,69.55,69.55,0.25K,-0.86%,,
07/31/2014,68.95,68.95,68.95,68.95,0.04K,-0.86%,,
08/01/2014,68.95,68.95,68.95,68.95,0.02K,0.00%,,
08/04/2014,69.35,69.35,69.35,69.35,0.03K,0.58%,,
08/05/2014,69.75,69.75,69.75,69.75,0.07K,0.58%,,
08/06/2014,69.95,69.95,69.95,69.95,0.01K,0.29%,,
08/07/2014,70.3,70.3,70.3,70.3,0.01K,0.50%,,
08/08/2014,70.55,70.55,70.55,70.55,0.03K,0.36%,,
08/11/2014,70.2,70.2,70.2,70.2,0.08K,-0.50%,,
08/12/2014,69.85,69.85,69.85,69.85,0.09K,-0.50%,,
08/13/2014,70.05,70.05,70.05,70.05,0.03K,0.29%,,
08/14/2014,69.75,69.75,69.75,69.75,0.10K,-0.43%,,
08/15/2014,70.25,70.25,70.25,70.25,0.01K,0.72%,,
08/18/2014,70.2,70.2,70.2,70.2,0.02K,-0.07%,,
08/19/2014,70.0,70.0,70.0,70.0,0.03K,-0.28%,,
08/20/2014,69.8,69.8,69.8,69.8,0.06K,-0.29%,,
08/21/2014,69.75,69.75,69.75,69.75,0.07K,-0.07%,,
08/22/2014,69.25,69.25,69.25,69.25,,-0.72%,,
08/26/2014,69.35,69.35,69.35,69.35,,0.14%,,
08/27/2014,69.3,69.3,69.3,69.3,0.04K,-0.07%,,
08/28/2014,69.1,69.1,69.1,69.1,,-0.29%,,
08/29/2014,69.25,69.25,69.25,69.25,0.02K,0.22%,,
09/01/2014,67.7,67.7,67.7,67.7,0.05K,-2.24%,,
09/02/2014,67.35,67.35,67.35,67.35,0.06K,-0.52%,,
09/03/2014,67.05,67.05,67.05,67.05,0.03K,-0.45%,,
09/04/2014,66.55,66.55,66.55,66.55,0.01K,-0.75%,,
09/05/2014,66.1,66.1,66.1,66.1,0.01K,-0.68%,,
09/08/2014,66.35,66.35,66.35,66.35,0.12K,0.38%,,
09/09/2014,66.15,66.15,66.15,66.15,0.05K,-0.30%,,
09/10/2014,66.2,66.2,66.2,66.2,0.04K,0.08%,,
09/11/2014,66.1,66.1,66.1,66.1,0.05K,-0.15%,,
09/12/2014,65.9,65.9,65.9,65.9,0.03K,-0.30%,,
09/15/2014,66.15,66.15,66.15,66.15,0.03K,0.38%,,
09/16/2014,66.2,66.2,66.2,66.2,0.52K,0.08%,,
09/17/2014,66.05,66.05,66.05,66.05,0.35K,-0.23%,,
09/18/2014,66.15,66.15,66.15,66.15,0.01K,0.15%,,
09/19/2014,66.1,66.1,66.1,66.1,0.02K,-0.08%,,
09/22/2014,66.2,66.2,66.2,66.2,0.05K,0.15%,,
09/23/2014,66.2,66.2,66.2,66.2,0.14K,0.00%,,
09/24/2014,66.25,66.25,66.25,66.25,0.03K,0.08%,,
09/25/2014,66.15,66.15,66.15,66.15,0.03K,-0.15%,,
09/26/2014,66.3,66.3,66.3,66.3,0.01K,0.23%,,
09/29/2014,64.55,64.55,64.55,64.55,0.03K,-2.64%,,
09/30/2014,64.65,64.65,64.65,64.65,0.09K,0.15%,,
10/01/2014,64.7,64.7,64.7,64.7,0.03K,0.08%,,
10/02/2014,65.0,65.0,65.0,65.0,0.16K,0.46%,,
10/03/2014,64.65,64.65,64.65,64.65,0.01K,-0.54%,,
10/06/2014,64.85,64.85,64.85,64.85,0.01K,0.31%,,
10/07/2014,65.1,65.1,65.1,65.1,0.01K,0.39%,,
10/08/2014,65.3,65.3,65.3,65.3,0.01K,0.31%,,
10/09/2014,64.85,64.85,64.85,64.85,0.03K,-0.69%,,
10/10/2014,64.5,64.5,64.5,64.5,0.01K,-0.54%,,
10/13/2014,64.25,64.25,64.25,64.25,0.01K,-0.39%,,
10/14/2014,64.1,64.1,64.1,64.1,0.01K,-0.23%,,
10/15/2014,64.05,64.05,64.05,64.05,0.03K,-0.08%,,
10/16/2014,64.15,64.15,64.15,64.15,0.05K,0.16%,,
10/17/2014,64.1,64.1,64.1,64.1,0.02K,-0.08%,,
10/20/2014,63.9,63.9,63.9,63.9,0.01K,-0.31%,,
10/21/2014,63.9,63.9,63.9,63.9,0.01K,0.00%,,
10/22/2014,64.45,64.45,64.45,64.45,0.02K,0.86%,,
10/23/2014,64.45,64.45,64.45,64.45,0.05K,0.00%,,
10/24/2014,64.35,64.35,64.35,64.35,,-0.16%,,
10/27/2014,64.35,64.35,64.35,64.35,,0.00%,,
10/28/2014,64.35,64.35,64.35,64.35,0.02K,0.00%,,
10/29/2014,64.3,64.3,64.3,64.3,0.07K,-0.08%,,
10/30/2014,64.3,64.3,64.3,64.3,0.03K,0.00%,,
10/31/2014,64.3,64.3,64.3,64.3,0.03K,0.00%,,
11/03/2014,62.85,62.85,62.85,62.85,0.03K,-2.26%,,
11/05/2014,62.15,62.15,62.15,62.15,0.03K,-1.11%,,
11/06/2014,61.9,61.9,61.9,61.9,0.01K,-0.40%,,
11/07/2014,62.1,62.1,62.1,62.1,0.02K,0.32%,,
11/10/2014,63.05,63.05,63.05,63.05,0.01K,1.53%,,
11/11/2014,63.5,63.5,63.5,63.5,0.03K,0.71%,,
11/12/2014,63.25,63.25,63.25,63.25,0.02K,-0.39%,,
11/13/2014,63.25,63.25,63.25,63.25,0.03K,0.00%,,
11/14/2014,63.2,63.2,63.2,63.2,0.04K,-0.08%,,
11/17/2014,63.45,63.45,63.45,63.45,0.01K,0.40%,,
11/18/2014,63.35,63.35,63.35,63.35,0.03K,-0.16%,,
11/19/2014,63.1,63.1,63.1,63.1,0.04K,-0.39%,,
11/20/2014,63.0,63.0,63.0,63.0,0.01K,-0.16%,,
11/21/2014,63.4,63.4,63.4,63.4,0.03K,0.63%,,
11/24/2014,63.5,63.5,63.5,63.5,0.05K,0.16%,,
11/25/2014,63.55,63.55,63.55,63.55,0.02K,0.08%,,
11/26/2014,63.55,63.55,63.55,63.55,0.05K,0.00%,,
11/27/2014,63.5,63.5,63.5,63.5,0.02K,-0.08%,,
11/28/2014,63.45,63.45,63.45,63.45,0.02K,-0.08%,,
12/01/2014,63.7,63.7,63.7,63.7,0.04K,0.39%,,
12/02/2014,62.85,62.85,62.85,62.85,0.09K,-1.33%,,
12/03/2014,62.5,62.5,62.5,62.5,0.05K,-0.56%,,
12/04/2014,62.35,62.35,62.35,62.35,0.03K,-0.24%,,
12/05/2014,62.35,62.35,62.35,62.35,0.03K,0.00%,,
12/08/2014,62.4,62.4,62.4,62.4,0.01K,0.08%,,
12/09/2014,62.55,62.55,62.55,62.55,0.01K,0.24%,,
12/10/2014,62.65,62.65,62.65,62.65,0.01K,0.16%,,
12/11/2014,62.9,62.9,62.9,62.9,0.07K,0.40%,,
12/12/2014,63.05,63.05,63.05,63.05,0.01K,0.24%,,
12/15/2014,62.95,62.95,62.95,62.95,0.03K,-0.16%,,
12/16/2014,62.4,62.4,62.4,62.4,0.03K,-0.87%,,
12/17/2014,63.05,63.05,63.05,63.05,0.02K,1.04%,,
12/18/2014,63.15,63.15,63.15,63.15,0.06K,0.16%,,
12/19/2014,63.05,63.05,63.05,63.05,0.03K,-0.16%,,
12/22/2014,62.9,62.9,62.9,62.9,0.01K,-0.24%,,
12/23/2014,63.25,63.25,63.25,63.25,,0.56%,,
12/24/2014,63.25,63.25,63.25,63.25,,0.00%,,
12/29/2014,62.3,62.3,62.3,62.3,0.01K,-1.50%,,
12/30/2014,62.35,62.35,62.35,62.35,0.01K,0.08%,,
12/31/2014,62.3,62.3,62.3,62.3,,-0.08%,,
01/02/2015,61.3,61.3,61.3,61.3,0.02K,-1.61%,,
01/05/2015,61.25,61.25,61.25,61.25,0.03K,-0.08%,,
01/06/2015,61.45,61.45,61.45,61.45,0.06K,0.33%,,
01/07/2015,60.6,60.6,60.6,60.6,0.03K,-1.38%,,
01/08/2015,60.6,60.6,60.6,60.6,0.03K,0.00%,,
01/09/2015,60.4,60.4,60.4,60.4,0.01K,-0.33%,,
01/12/2015,60.05,60.05,60.05,60.05,0.03K,-0.58%,,
01/13/2015,60.3,60.3,60.3,60.3,0.02K,0.42%,,
01/14/2015,60.05,60.05,60.05,60.05,0.03K,-0.41%,,
01/15/2015,60.3,60.3,60.3,60.3,0.06K,0.42%,,
01/16/2015,60.55,60.55,60.55,60.55,0.01K,0.41%,,
01/19/2015,60.85,60.85,60.85,60.85,0.03K,0.50%,,
01/20/2015,61.35,61.35,61.35,61.35,0.02K,0.82%,,
01/21/2015,62.3,62.3,62.3,62.3,0.02K,1.55%,,
01/22/2015,62.5,62.5,62.5,62.5,0.01K,0.32%,,
01/23/2015,62.3,62.3,62.3,62.3,,-0.32%,,
01/26/2015,61.9,61.9,61.9,61.9,0.02K,-0.64%,,
01/27/2015,62.35,62.35,62.35,62.35,,0.73%,,
01/28/2015,62.45,62.45,62.45,62.45,0.01K,0.16%,,
01/29/2015,62.45,62.45,62.45,62.45,0.07K,0.00%,,
01/30/2015,62.45,62.45,62.45,62.45,0.01K,0.00%,,
02/02/2015,64.5,64.5,64.5,64.5,0.01K,3.28%,,
02/03/2015,66.85,66.85,66.85,66.85,0.03K,3.64%,,
02/04/2015,66.8,66.8,66.8,66.8,0.10K,-0.07%,,
02/05/2015,67.1,67.1,67.1,67.1,0.05K,0.45%,,
02/06/2015,67.45,67.45,67.45,67.45,0.03K,0.52%,,
02/09/2015,68.6,68.6,68.6,68.6,0.03K,1.70%,,
02/10/2015,69.1,69.1,69.1,69.1,0.02K,0.73%,,
02/11/2015,69.6,69.6,69.6,69.6,0.07K,0.72%,,
02/12/2015,70.25,70.25,70.25,70.25,0.11K,0.93%,,
02/13/2015,69.6,69.6,69.6,69.6,0.01K,-0.93%,,
02/16/2015,70.5,70.5,70.5,70.5,0.01K,1.29%,,
02/17/2015,70.55,70.55,70.55,70.55,0.03K,0.07%,,
02/18/2015,70.65,70.65,70.65,70.65,0.01K,0.14%,,
02/19/2015,70.25,70.25,70.25,70.25,0.02K,-0.57%,,
02/20/2015,70.8,70.8,70.8,70.8,0.10K,0.78%,,
02/23/2015,70.85,70.85,70.85,70.85,0.05K,0.07%,,
02/24/2015,71.05,71.05,71.05,71.05,0.01K,0.28%,,
02/25/2015,69.9,69.9,69.9,69.9,0.07K,-1.62%,,
02/26/2015,71.1,71.1,71.1,71.1,0.05K,1.72%,,
02/27/2015,71.05,71.05,71.05,71.05,0.17K,-0.07%,,
03/02/2015,70.55,70.55,70.55,70.55,0.01K,-0.70%,,
03/03/2015,67.3,67.3,67.3,67.3,0.09K,-4.61%,,
03/04/2015,67.05,67.05,67.05,67.05,0.03K,-0.37%,,
03/05/2015,67.0,67.0,67.0,67.0,0.04K,-0.07%,,
03/06/2015,65.5,65.5,65.5,65.5,0.02K,-2.24%,,
03/09/2015,65.25,65.25,65.25,65.25,,-0.38%,,
03/10/2015,65.0,65.0,65.0,65.0,,-0.38%,,
03/11/2015,65.5,65.5,65.5,65.5,0.02K,0.77%,,
03/12/2015,65.25,65.25,65.25,65.25,0.05K,-0.38%,,
03/13/2015,64.95,64.95,64.95,64.95,0.02K,-0.46%,,
03/16/2015,64.45,64.45,64.45,64.45,0.03K,-0.77%,,
03/17/2015,64.7,64.7,64.7,64.7,0.03K,0.39%,,
03/18/2015,64.65,64.65,64.65,64.65,0.02K,-0.08%,,
03/19/2015,64.35,64.35,64.35,64.35,0.02K,-0.46%,,
03/20/2015,64.05,64.05,64.05,64.05,0.02K,-0.47%,,
03/23/2015,62.4,62.4,62.4,62.4,0.05K,-2.58%,,
03/24/2015,62.75,62.75,62.75,62.75,0.01K,0.56%,,
03/25/2015,63.25,63.25,63.25,63.25,,0.80%,,
03/26/2015,63.35,63.35,63.35,63.35,0.04K,0.16%,,
03/27/2015,63.3,63.3,63.3,63.3,0.01K,-0.08%,,
03/30/2015,57.2,57.2,57.2,57.2,0.01K,-9.64%,,
03/31/2015,56.8,56.8,56.8,56.8,0.02K,-0.70%,,
04/01/2015,56.0,56.0,56.0,56.0,0.06K,-1.41%,,
04/02/2015,55.6,55.6,55.6,55.6,0.06K,-0.71%,,
04/07/2015,55.0,55.0,55.0,55.0,0.02K,-1.08%,,
04/08/2015,54.8,54.8,54.8,54.8,0.02K,-0.36%,,
04/09/2015,55.3,55.3,55.3,55.3,0.02K,0.91%,,
04/10/2015,54.65,54.65,54.65,54.65,0.01K,-1.18%,,
04/13/2015,55.0,55.0,55.0,55.0,0.18K,0.64%,,
04/14/2015,55.4,55.4,55.4,55.4,0.21K,0.73%,,
04/15/2015,55.7,55.7,55.7,55.7,0.03K,0.54%,,
04/16/2015,56.8,56.8,56.8,56.8,0.06K,1.97%,,
04/17/2015,57.9,57.9,57.9,57.9,0.01K,1.94%,,
04/20/2015,57.4,57.4,57.4,57.4,0.03K,-0.86%,,
04/21/2015,58.3,58.3,58.3,58.3,0.04K,1.57%,,
04/22/2015,58.3,58.3,58.3,58.3,0.01K,0.00%,,
04/23/2015,58.4,58.4,58.4,58.4,0.01K,0.17%,,
04/24/2015,58.55,58.55,58.55,58.55,0.05K,0.26%,,
04/27/2015,61.65,61.65,61.65,61.65,0.04K,5.29%,,
04/28/2015,61.95,61.95,61.95,61.95,0.23K,0.49%,,
04/29/2015,61.9,61.9,61.9,61.9,0.35K,-0.08%,,
04/30/2015,62.05,62.05,62.05,62.05,0.05K,0.24%,,
05/01/2015,62.2,62.2,62.2,62.2,0.04K,0.24%,,
05/05/2015,62.5,62.5,62.5,62.5,0.01K,0.48%,,
05/06/2015,62.3,62.3,62.3,62.3,0.02K,-0.32%,,
05/07/2015,61.85,61.85,61.85,61.85,0.15K,-0.72%,,
05/08/2015,61.85,61.85,61.85,61.85,0.02K,0.00%,,
05/11/2015,61.6,61.6,61.6,61.6,0.02K,-0.40%,,
05/12/2015,61.4,61.4,61.4,61.4,0.10K,-0.32%,,
05/13/2015,61.4,61.4,61.4,61.4,0.06K,0.00%,,
05/14/2015,61.5,61.5,61.5,61.5,0.01K,0.16%,,
05/15/2015,61.3,61.3,61.3,61.3,0.04K,-0.33%,,
05/18/2015,60.65,60.65,60.65,60.65,0.02K,-1.06%,,
05/19/2015,60.15,60.15,60.15,60.15,0.04K,-0.82%,,
05/20/2015,60.15,60.15,60.15,60.15,0.01K,0.00%,,
05/21/2015,60.3,60.3,60.3,60.3,0.01K,0.25%,,
05/22/2015,60.0,60.0,60.0,60.0,0.02K,-0.50%,,
05/26/2015,60.05,60.05,60.05,60.05,0.01K,0.08%,,
05/27/2015,60.1,60.1,60.1,60.1,0.09K,0.08%,,
05/28/2015,60.1,60.1,60.1,60.1,0.06K,0.00%,,
05/29/2015,60.05,60.05,60.05,60.05,0.11K,-0.08%,,
06/01/2015,57.2,57.2,57.2,57.2,0.05K,-4.75%,,
06/02/2015,57.75,57.75,57.75,57.75,0.04K,0.96%,,
06/03/2015,57.95,57.95,57.95,57.95,0.05K,0.35%,,
06/04/2015,58.05,58.05,58.05,58.05,0.01K,0.17%,,
06/05/2015,58.1,58.1,58.1,58.1,0.01K,0.09%,,
06/08/2015,58.1,58.1,58.1,58.1,0.01K,0.00%,,
06/09/2015,58.35,58.35,58.35,58.35,0.04K,0.43%,,
06/10/2015,59.5,59.5,59.5,59.5,0.02K,1.97%,,
06/11/2015,60.4,60.4,60.4,60.4,0.01K,1.51%,,
06/12/2015,60.0,60.0,60.0,60.0,0.08K,-0.66%,,
06/15/2015,60.3,60.3,60.3,60.3,,0.50%,,
06/16/2015,60.4,60.4,60.4,60.4,0.02K,0.17%,,
06/17/2015,60.4,60.4,60.4,60.4,0.05K,0.00%,,
06/18/2015,60.15,60.15,60.15,60.15,0.03K,-0.41%,,
06/19/2015,60.2,60.2,60.2,60.2,0.01K,0.08%,,
06/22/2015,60.2,60.2,60.2,60.2,0.03K,0.00%,,
06/23/2015,60.2,60.2,60.2,60.2,0.09K,0.00%,,
06/24/2015,60.2,60.2,60.2,60.2,0.03K,0.00%,,
06/25/2015,60.15,60.15,60.15,60.15,0.14K,-0.08%,,
06/26/2015,60.2,60.2,60.2,60.2,0.02K,0.08%,,
06/29/2015,60.45,60.45,60.45,60.45,0.01K,0.42%,,
06/30/2015,60.8,60.8,60.8,60.8,0.01K,0.58%,,
07/01/2015,60.55,60.55,60.55,60.55,0.02K,-0.41%,,
07/02/2015,60.4,60.4,60.4,60.4,0.05K,-0.25%,,
07/03/2015,60.15,60.15,60.15,60.15,0.10K,-0.41%,,
07/06/2015,60.05,60.05,60.05,60.05,0.04K,-0.17%,,
07/07/2015,59.45,59.45,59.45,59.45,0.15K,-1.00%,,
07/08/2015,59.75,59.75,59.75,59.75,0.01K,0.50%,,
07/09/2015,60.05,60.05,60.05,60.05,0.03K,0.50%,,
07/10/2015,60.3,60.3,60.3,60.3,0.01K,0.42%,,
07/13/2015,60.35,60.35,60.35,60.35,0.01K,0.08%,,
07/14/2015,60.35,60.35,60.35,60.35,0.01K,0.00%,,
07/15/2015,60.5,60.5,60.5,60.5,0.10K,0.25%,,
07/16/2015,60.45,60.45,60.45,60.45,0.01K,-0.08%,,
07/17/2015,60.3,60.3,60.3,60.3,0.04K,-0.25%,,
07/20/2015,60.55,60.55,60.55,60.55,0.01K,0.41%,,
07/21/2015,60.45,60.45,60.45,60.45,0.03K,-0.17%,,
07/22/2015,60.45,60.45,60.45,60.45,0.04K,0.00%,,
07/23/2015,60.35,60.35,60.35,60.35,0.01K,-0.17%,,
07/24/2015,60.4,60.4,60.4,60.4,0.02K,0.08%,,
07/27/2015,60.35,60.35,60.35,60.35,0.03K,-0.08%,,
07/28/2015,60.25,60.25,60.25,60.25,0.07K,-0.17%,,
07/29/2015,60.25,60.25,60.25,60.25,0.04K,0.00%,,
07/30/2015,60.25,60.25,60.25,60.25,0.08K,0.00%,,
07/31/2015,60.3,60.3,60.3,60.3,0.01K,0.08%,,
08/03/2015,58.6,58.6,58.6,58.6,0.06K,-2.82%,,
08/04/2015,59.15,59.15,59.15,59.15,0.04K,0.94%,,
08/05/2015,59.95,59.95,59.95,59.95,0.02K,1.35%,,
08/06/2015,60.35,60.35,60.35,60.35,0.13K,0.67%,,
08/07/2015,60.05,60.05,60.05,60.05,0.05K,-0.50%,,
08/10/2015,60.1,60.1,60.1,60.1,,0.08%,,
08/11/2015,59.85,59.85,59.85,59.85,0.01K,-0.42%,,
08/12/2015,59.4,59.4,59.4,59.4,0.01K,-0.75%,,
08/13/2015,59.25,59.25,59.25,59.25,0.05K,-0.25%,,
08/14/2015,59.35,59.35,59.35,59.35,0.01K,0.17%,,
08/17/2015,59.15,59.15,59.15,59.15,0.01K,-0.34%,,
08/18/2015,58.95,58.95,58.95,58.95,0.09K,-0.34%,,
08/19/2015,58.85,58.85,58.85,58.85,0.05K,-0.17%,,
08/20/2015,58.9,58.9,58.9,58.9,0.09K,0.08%,,
08/21/2015,58.8,58.8,58.8,58.8,0.05K,-0.17%,,
08/24/2015,58.5,58.5,58.5,58.5,0.09K,-0.51%,,
08/25/2015,58.55,58.55,58.55,58.55,0.08K,0.09%,,
08/26/2015,58.6,58.6,58.6,58.6,0.01K,0.09%,,
08/27/2015,58.4,58.4,58.4,58.4,0.07K,-0.34%,,
08/28/2015,58.5,58.5,58.5,58.5,0.07K,0.17%,,
09/01/2015,59.65,59.65,59.65,59.65,0.13K,1.97%,,
09/02/2015,59.65,59.65,59.65,59.65,0.16K,0.00%,,
09/03/2015,59.4,59.4,59.4,59.4,0.02K,-0.42%,,
09/04/2015,59.05,59.05,59.05,59.05,0.07K,-0.59%,,
09/07/2015,57.85,57.85,57.85,57.85,0.06K,-2.03%,,
09/08/2015,58.1,58.1,58.1,58.1,0.03K,0.43%,,
09/09/2015,57.8,57.8,57.8,57.8,0.03K,-0.52%,,
09/10/2015,57.8,57.8,57.8,57.8,0.01K,0.00%,,
09/11/2015,57.7,57.7,57.7,57.7,0.03K,-0.17%,,
09/14/2015,57.65,57.65,57.65,57.65,0.16K,-0.09%,,
09/15/2015,57.65,57.65,57.65,57.65,0.24K,0.00%,,
09/16/2015,57.9,57.9,57.9,57.9,0.05K,0.43%,,
09/17/2015,57.85,57.85,57.85,57.85,0.06K,-0.09%,,
09/18/2015,57.8,57.8,57.8,57.8,0.05K,-0.09%,,
09/21/2015,57.75,57.75,57.75,57.75,0.02K,-0.09%,,
09/22/2015,57.7,57.7,57.7,57.7,0.12K,-0.09%,,
09/23/2015,57.65,57.65,57.65,57.65,0.11K,-0.09%,,
09/24/2015,57.65,57.65,57.65,57.65,0.15K,0.00%,,
09/25/2015,57.55,57.55,57.55,57.55,0.04K,-0.17%,,
09/28/2015,55.45,55.45,55.45,55.45,0.09K,-3.65%,,
09/29/2015,55.15,55.15,55.15,55.15,0.16K,-0.54%,,
09/30/2015,53.85,53.85,53.85,53.85,0.14K,-2.36%,,
10/01/2015,53.45,53.45,53.45,53.45,0.07K,-0.74%,,
10/02/2015,52.95,52.95,52.95,52.95,0.12K,-0.94%,,
10/05/2015,53.85,53.85,53.85,53.85,0.04K,1.70%,,
10/06/2015,53.65,53.65,53.65,53.65,0.01K,-0.37%,,
10/07/2015,53.85,53.85,53.85,53.85,0.01K,0.37%,,
10/08/2015,53.7,53.7,53.7,53.7,0.03K,-0.28%,,
10/09/2015,53.6,53.6,53.6,53.6,0.01K,-0.19%,,
10/12/2015,52.95,52.95,52.95,52.95,0.02K,-1.21%,,
10/13/2015,53.2,53.2,53.2,53.2,0.01K,0.47%,,
10/14/2015,53.05,53.05,53.05,53.05,0.04K,-0.28%,,
10/15/2015,53.15,53.15,53.15,53.15,0.04K,0.19%,,
10/16/2015,53.1,53.1,53.1,53.1,0.04K,-0.09%,,
10/19/2015,53.05,53.05,53.05,53.05,0.01K,-0.09%,,
10/20/2015,53.2,53.2,53.2,53.2,0.02K,0.28%,,
10/21/2015,53.25,53.25,53.25,53.25,0.11K,0.09%,,
10/22/2015,52.95,52.95,52.95,52.95,0.14K,-0.56%,,
10/23/2015,52.8,52.8,52.8,52.8,0.09K,-0.28%,,
10/26/2015,52.9,52.9,52.9,52.9,0.06K,0.19%,,
10/27/2015,52.8,52.8,52.8,52.8,0.06K,-0.19%,,
10/28/2015,52.9,52.9,52.9,52.9,0.15K,0.19%,,
10/29/2015,53.2,53.2,53.2,53.2,0.07K,0.57%,,
10/30/2015,53.05,53.05,53.05,53.05,,-0.28%,,
11/02/2015,52.85,52.85,52.85,52.85,0.04K,-0.38%,,
11/03/2015,52.75,52.75,52.75,52.75,0.04K,-0.19%,,
11/04/2015,52.3,52.3,52.3,52.3,0.13K,-0.85%,,
