driver,ticker,lookback,threshold,holding,event_date,driver_change_pct,buy_date,sell_date,buy_price,sell_price,capital,shares,buy_mode,return_pct,profit_rp,ending_value
GOLD,PSAB.JK,5,5.0,1,2026-03-31,5.64,2026-04-01,2026-04-02,525.0,510.0,1000000,1904.76,NEXT_DAY,-2.86,-28571.0,971429.0
GOLD,PSAB.JK,5,5.0,1,2026-06-17,6.1,2026-06-18,2026-06-19,448.0,440.0,1000000,2232.14,NEXT_DAY,-1.79,-17857.0,982143.0
GOLD,HRTA.JK,5,5.0,2,2026-01-21,5.29,2026-01-22,2026-01-26,2320.0,2440.0,1000000,431.03,NEXT_DAY,5.17,51724.0,1051724.0
GOLD,HRTA.JK,5,5.0,2,2026-02-24,5.59,2026-02-25,2026-02-27,2980.0,3240.0,1000000,335.57,NEXT_DAY,8.72,87248.0,1087248.0
GOLD,HRTA.JK,5,5.0,2,2026-03-31,5.64,2026-04-01,2026-04-06,2540.0,2430.0,1000000,393.7,NEXT_DAY,-4.33,-43307.0,956693.0
GOLD,HRTA.JK,5,5.0,2,2026-06-17,6.1,2026-06-18,2026-06-22,2170.0,2100.0,1000000,460.83,NEXT_DAY,-3.23,-32258.0,967742.0
GOLD,MDKA.JK,5,5.0,2,2026-01-21,5.29,2026-01-22,2026-01-26,3240.0,3450.0,1000000,308.64,NEXT_DAY,6.48,64815.0,1064815.0
GOLD,MDKA.JK,5,5.0,2,2026-02-24,5.59,2026-02-25,2026-02-27,3820.0,3750.0,1000000,261.78,NEXT_DAY,-1.83,-18325.0,981675.0
GOLD,MDKA.JK,5,5.0,2,2026-03-31,5.64,2026-04-01,2026-04-06,3340.0,3250.0,1000000,299.4,NEXT_DAY,-2.69,-26946.0,973054.0
GOLD,MDKA.JK,5,5.0,2,2026-06-17,6.1,2026-06-18,2026-06-22,2860.0,2940.0,1000000,349.65,NEXT_DAY,2.8,27972.0,1027972.0
GOLD,ANTM.JK,5,5.0,2,2026-01-21,5.29,2026-01-22,2026-01-26,4220.0,4760.0,1000000,236.97,NEXT_DAY,12.8,127962.0,1127962.0
GOLD,ANTM.JK,5,5.0,2,2026-02-24,5.59,2026-02-25,2026-02-27,4460.0,4350.0,1000000,224.22,NEXT_DAY,-2.47,-24664.0,975336.0
GOLD,ANTM.JK,5,5.0,2,2026-03-31,5.64,2026-04-01,2026-04-06,3710.0,3650.0,1000000,269.54,NEXT_DAY,-1.62,-16173.0,983827.0
GOLD,ANTM.JK,5,5.0,2,2026-06-17,6.1,2026-06-18,2026-06-22,3170.0,2960.0,1000000,315.46,NEXT_DAY,-6.62,-66246.0,933754.0
GOLD,BRMS.JK,5,5.0,2,2026-01-21,5.29,2026-01-22,2026-01-26,1230.0,1280.0,1000000,813.01,NEXT_DAY,4.07,40650.0,1040650.0
GOLD,BRMS.JK,5,5.0,2,2026-02-24,5.59,2026-02-25,2026-02-27,980.0,970.0,1000000,1020.41,NEXT_DAY,-1.02,-10204.0,989796.0
GOLD,BRMS.JK,5,5.0,2,2026-03-31,5.64,2026-04-01,2026-04-06,780.0,760.0,1000000,1282.05,NEXT_DAY,-2.56,-25641.0,974359.0
GOLD,BRMS.JK,5,5.0,2,2026-06-17,6.1,2026-06-18,2026-06-22,670.0,635.0,1000000,1492.54,NEXT_DAY,-5.22,-52239.0,947761.0
GOLD,PSAB.JK,5,5.0,2,2026-01-21,5.29,2026-01-22,2026-01-26,625.0,635.0,1000000,1600.0,NEXT_DAY,1.6,16000.0,1016000.0
GOLD,PSAB.JK,5,5.0,2,2026-02-24,5.59,2026-02-25,2026-02-27,570.0,550.0,1000000,1754.39,NEXT_DAY,-3.51,-35088.0,964912.0
GOLD,PSAB.JK,5,5.0,2,2026-03-31,5.64,2026-04-01,2026-04-06,525.0,525.0,1000000,1904.76,NEXT_DAY,0.0,0.0,1000000.0
GOLD,PSAB.JK,5,5.0,2,2026-06-17,6.1,2026-06-18,2026-06-22,448.0,426.0,1000000,2232.14,NEXT_DAY,-4.91,-49107.0,950893.0
GOLD,HRTA.JK,5,5.0,3,2026-01-21,5.29,2026-01-22,2026-01-27,2320.0,2410.0,1000000,431.03,NEXT_DAY,3.88,38793.0,1038793.0
GOLD,HRTA.JK,5,5.0,3,2026-02-24,5.59,2026-02-25,2026-03-02,2980.0,3250.0,1000000,335.57,NEXT_DAY,9.06,90604.0,1090604.0
GOLD,HRTA.JK,5,5.0,3,2026-03-31,5.64,2026-04-01,2026-04-07,2540.0,2420.0,1000000,393.7,NEXT_DAY,-4.72,-47244.0,952756.0
GOLD,HRTA.JK,5,5.0,3,2026-06-17,6.1,2026-06-18,2026-06-23,2170.0,2050.0,1000000,460.83,NEXT_DAY,-5.53,-55300.0,944700.0
GOLD,MDKA.JK,5,5.0,3,2026-01-21,5.29,2026-01-22,2026-01-27,3240.0,3210.0,1000000,308.64,NEXT_DAY,-0.93,-9259.0,990741.0
GOLD,MDKA.JK,5,5.0,3,2026-02-24,5.59,2026-02-25,2026-03-02,3820.0,3940.0,1000000,261.78,NEXT_DAY,3.14,31414.0,1031414.0
GOLD,MDKA.JK,5,5.0,3,2026-03-31,5.64,2026-04-01,2026-04-07,3340.0,3160.0,1000000,299.4,NEXT_DAY,-5.39,-53892.0,946108.0
GOLD,MDKA.JK,5,5.0,3,2026-06-17,6.1,2026-06-18,2026-06-23,2860.0,2840.0,1000000,349.65,NEXT_DAY,-0.7,-6993.0,993007.0
GOLD,ANTM.JK,5,5.0,3,2026-01-21,5.29,2026-01-22,2026-01-27,4220.0,4610.0,1000000,236.97,NEXT_DAY,9.24,92417.0,1092417.0
GOLD,ANTM.JK,5,5.0,3,2026-02-24,5.59,2026-02-25,2026-03-02,4460.0,4610.0,1000000,224.22,NEXT_DAY,3.36,33632.0,1033632.0
GOLD,ANTM.JK,5,5.0,3,2026-03-31,5.64,2026-04-01,2026-04-07,3710.0,3470.0,1000000,269.54,NEXT_DAY,-6.47,-64690.0,935310.0
GOLD,ANTM.JK,5,5.0,3,2026-06-17,6.1,2026-06-18,2026-06-23,3170.0,2870.0,1000000,315.46,NEXT_DAY,-9.46,-94637.0,905363.0
GOLD,BRMS.JK,5,5.0,3,2026-01-21,5.29,2026-01-22,2026-01-27,1230.0,1295.0,1000000,813.01,NEXT_DAY,5.28,52846.0,1052846.0
GOLD,BRMS.JK,5,5.0,3,2026-02-24,5.59,2026-02-25,2026-03-02,980.0,1010.0,1000000,1020.41,NEXT_DAY,3.06,30612.0,1030612.0
GOLD,BRMS.JK,5,5.0,3,2026-03-31,5.64,2026-04-01,2026-04-07,780.0,760.0,1000000,1282.05,NEXT_DAY,-2.56,-25641.0,974359.0
GOLD,BRMS.JK,5,5.0,3,2026-06-17,6.1,2026-06-18,2026-06-23,670.0,640.0,1000000,1492.54,NEXT_DAY,-4.48,-44776.0,955224.0
GOLD,PSAB.JK,5,5.0,3,2026-01-21,5.29,2026-01-22,2026-01-27,625.0,625.0,1000000,1600.0,NEXT_DAY,0.0,0.0,1000000.0
GOLD,PSAB.JK,5,5.0,3,2026-02-24,5.59,2026-02-25,2026-03-02,570.0,580.0,1000000,1754.39,NEXT_DAY,1.75,17544.0,1017544.0
GOLD,PSAB.JK,5,5.0,3,2026-03-31,5.64,2026-04-01,2026-04-07,525.0,505.0,1000000,1904.76,NEXT_DAY,-3.81,-38095.0,961905.0
GOLD,PSAB.JK,5,5.0,3,2026-06-17,6.1,2026-06-18,2026-06-23,448.0,422.0,1000000,2232.14,NEXT_DAY,-5.8,-58036.0,941964.0
GOLD,HRTA.JK,5,5.0,5,2026-01-21,5.29,2026-01-22,2026-01-29,2320.0,2330.0,1000000,431.03,NEXT_DAY,0.43,4310.0,1004310.0
GOLD,HRTA.JK,5,5.0,5,2026-02-24,5.59,2026-02-25,2026-03-04,2980.0,3000.0,1000000,335.57,NEXT_DAY,0.67,6711.0,1006711.0
GOLD,HRTA.JK,5,5.0,5,2026-03-31,5.64,2026-04-01,2026-04-09,2540.0,2590.0,1000000,393.7,NEXT_DAY,1.97,19685.0,1019685.0
GOLD,HRTA.JK,5,5.0,5,2026-06-17,6.1,2026-06-18,2026-06-25,2170.0,1910.0,1000000,460.83,NEXT_DAY,-11.98,-119816.0,880184.0
GOLD,MDKA.JK,5,5.0,5,2026-01-21,5.29,2026-01-22,2026-01-29,3240.0,3170.0,1000000,308.64,NEXT_DAY,-2.16,-21605.0,978395.0
GOLD,MDKA.JK,5,5.0,5,2026-02-24,5.59,2026-02-25,2026-03-04,3820.0,3430.0,1000000,261.78,NEXT_DAY,-10.21,-102094.0,897906.0
GOLD,MDKA.JK,5,5.0,5,2026-03-31,5.64,2026-04-01,2026-04-09,3340.0,3230.0,1000000,299.4,NEXT_DAY,-3.29,-32934.0,967066.0
GOLD,MDKA.JK,5,5.0,5,2026-06-17,6.1,2026-06-18,2026-06-25,2860.0,2900.0,1000000,349.65,NEXT_DAY,1.4,13986.0,1013986.0
GOLD,ANTM.JK,5,5.0,5,2026-01-21,5.29,2026-01-22,2026-01-29,4220.0,4320.0,1000000,236.97,NEXT_DAY,2.37,23697.0,1023697.0
GOLD,ANTM.JK,5,5.0,5,2026-02-24,5.59,2026-02-25,2026-03-04,4460.0,4050.0,1000000,224.22,NEXT_DAY,-9.19,-91928.0,908072.0
GOLD,ANTM.JK,5,5.0,5,2026-03-31,5.64,2026-04-01,2026-04-09,3710.0,3750.0,1000000,269.54,NEXT_DAY,1.08,10782.0,1010782.0
GOLD,ANTM.JK,5,5.0,5,2026-06-17,6.1,2026-06-18,2026-06-25,3170.0,2740.0,1000000,315.46,NEXT_DAY,-13.56,-135647.0,864353.0
GOLD,BRMS.JK,5,5.0,5,2026-01-21,5.29,2026-01-22,2026-01-29,1230.0,1070.0,1000000,813.01,NEXT_DAY,-13.01,-130081.0,869919.0
GOLD,BRMS.JK,5,5.0,5,2026-02-24,5.59,2026-02-25,2026-03-04,980.0,850.0,1000000,1020.41,NEXT_DAY,-13.27,-132653.0,867347.0
GOLD,BRMS.JK,5,5.0,5,2026-03-31,5.64,2026-04-01,2026-04-09,780.0,845.0,1000000,1282.05,NEXT_DAY,8.33,83333.0,1083333.0
GOLD,BRMS.JK,5,5.0,5,2026-06-17,6.1,2026-06-18,2026-06-25,670.0,545.0,1000000,1492.54,NEXT_DAY,-18.66,-186567.0,813433.0
GOLD,PSAB.JK,5,5.0,5,2026-01-21,5.29,2026-01-22,2026-01-29,625.0,595.0,1000000,1600.0,NEXT_DAY,-4.8,-48000.0,952000.0
GOLD,PSAB.JK,5,5.0,5,2026-02-24,5.59,2026-02-25,2026-03-04,570.0,530.0,1000000,1754.39,NEXT_DAY,-7.02,-70175.0,929825.0
GOLD,PSAB.JK,5,5.0,5,2026-03-31,5.64,2026-04-01,2026-04-09,525.0,510.0,1000000,1904.76,NEXT_DAY,-2.86,-28571.0,971429.0
GOLD,PSAB.JK,5,5.0,5,2026-06-17,6.1,2026-06-18,2026-06-25,448.0,422.0,1000000,2232.14,NEXT_DAY,-5.8,-58036.0,941964.0
GOLD,HRTA.JK,5,5.0,10,2026-01-21,5.29,2026-01-22,2026-02-05,2320.0,2120.0,1000000,431.03,NEXT_DAY,-8.62,-86207.0,913793.0
GOLD,HRTA.JK,5,5.0,10,2026-02-24,5.59,2026-02-25,2026-03-11,2980.0,2680.0,1000000,335.57,NEXT_DAY,-10.07,-100671.0,899329.0
GOLD,HRTA.JK,5,5.0,10,2026-03-31,5.64,2026-04-01,2026-04-16,2540.0,2740.0,1000000,393.7,NEXT_DAY,7.87,78740.0,1078740.0
GOLD,HRTA.JK,5,5.0,10,2026-06-17,6.1,2026-06-18,2026-07-02,2170.0,1740.0,1000000,460.83,NEXT_DAY,-19.82,-198157.0,801843.0
GOLD,MDKA.JK,5,5.0,10,2026-01-21,5.29,2026-01-22,2026-02-05,3240.0,3060.0,1000000,308.64,NEXT_DAY,-5.56,-55556.0,944444.0
GOLD,MDKA.JK,5,5.0,10,2026-02-24,5.59,2026-02-25,2026-03-11,3820.0,3370.0,1000000,261.78,NEXT_DAY,-11.78,-117801.0,882199.0
GOLD,MDKA.JK,5,5.0,10,2026-03-31,5.64,2026-04-01,2026-04-16,3340.0,3320.0,1000000,299.4,NEXT_DAY,-0.6,-5988.0,994012.0
GOLD,MDKA.JK,5,5.0,10,2026-06-17,6.1,2026-06-18,2026-07-02,2860.0,2540.0,1000000,349.65,NEXT_DAY,-11.19,-111888.0,888112.0
GOLD,ANTM.JK,5,5.0,10,2026-01-21,5.29,2026-01-22,2026-02-05,4220.0,3810.0,1000000,236.97,NEXT_DAY,-9.72,-97156.0,902844.0
GOLD,ANTM.JK,5,5.0,10,2026-02-24,5.59,2026-02-25,2026-03-11,4460.0,3970.0,1000000,224.22,NEXT_DAY,-10.99,-109865.0,890135.0
GOLD,ANTM.JK,5,5.0,10,2026-03-31,5.64,2026-04-01,2026-04-16,3710.0,4060.0,1000000,269.54,NEXT_DAY,9.43,94340.0,1094340.0
GOLD,ANTM.JK,5,5.0,10,2026-06-17,6.1,2026-06-18,2026-07-02,3170.0,2760.0,1000000,315.46,NEXT_DAY,-12.93,-129338.0,870662.0
GOLD,BRMS.JK,5,5.0,10,2026-01-21,5.29,2026-01-22,2026-02-05,1230.0,980.0,1000000,813.01,NEXT_DAY,-20.33,-203252.0,796748.0
GOLD,BRMS.JK,5,5.0,10,2026-02-24,5.59,2026-02-25,2026-03-11,980.0,840.0,1000000,1020.41,NEXT_DAY,-14.29,-142857.0,857143.0
GOLD,BRMS.JK,5,5.0,10,2026-03-31,5.64,2026-04-01,2026-04-16,780.0,855.0,1000000,1282.05,NEXT_DAY,9.62,96154.0,1096154.0
GOLD,BRMS.JK,5,5.0,10,2026-06-17,6.1,2026-06-18,2026-07-02,670.0,484.0,1000000,1492.54,NEXT_DAY,-27.76,-277612.0,722388.0
GOLD,PSAB.JK,5,5.0,10,2026-01-21,5.29,2026-01-22,2026-02-05,625.0,494.0,1000000,1600.0,NEXT_DAY,-20.96,-209600.0,790400.0
GOLD,PSAB.JK,5,5.0,10,2026-02-24,5.59,2026-02-25,2026-03-11,570.0,492.0,1000000,1754.39,NEXT_DAY,-13.68,-136842.0,863158.0
GOLD,PSAB.JK,5,5.0,10,2026-03-31,5.64,2026-04-01,2026-04-16,525.0,565.0,1000000,1904.76,NEXT_DAY,7.62,76190.0,1076190.0
GOLD,PSAB.JK,5,5.0,10,2026-06-17,6.1,2026-06-18,2026-07-02,448.0,392.0,1000000,2232.14,NEXT_DAY,-12.5,-125000.0,875000.0
GOLD,HRTA.JK,10,0.5,1,2026-01-16,6.35,2026-01-20,2026-01-21,2620.0,2550.0,1000000,381.68,NEXT_DAY,-2.67,-26718.0,973282.0
GOLD,HRTA.JK,10,0.5,1,2026-02-13,6.54,2026-02-18,2026-02-19,2600.0,2700.0,1000000,384.62,NEXT_DAY,3.85,38462.0,1038462.0
GOLD,HRTA.JK,10,0.5,1,2026-03-06,1.72,2026-03-09,2026-03-10,2600.0,2700.0,1000000,384.62,NEXT_DAY,3.85,38462.0,1038462.0
GOLD,HRTA.JK,10,0.5,1,2026-04-02,1.1,2026-04-06,2026-04-07,2430.0,2420.0,1000000,411.52,NEXT_DAY,-0.41,-4115.0,995885.0
GOLD,HRTA.JK,10,0.5,1,2026-05-11,0.93,2026-05-12,2026-05-13,2670.0,2660.0,1000000,374.53,NEXT_DAY,-0.37,-3745.0,996255.0
GOLD,MDKA.JK,10,0.5,1,2026-01-16,6.35,2026-01-20,2026-01-21,3210.0,3310.0,1000000,311.53,NEXT_DAY,3.12,31153.0,1031153.0
GOLD,MDKA.JK,10,0.5,1,2026-02-13,6.54,2026-02-18,2026-02-19,3290.0,3530.0,1000000,303.95,NEXT_DAY,7.29,72948.0,1072948.0
GOLD,MDKA.JK,10,0.5,1,2026-03-06,1.72,2026-03-09,2026-03-10,3330.0,3500.0,1000000,300.3,NEXT_DAY,5.11,51051.0,1051051.0
GOLD,MDKA.JK,10,0.5,1,2026-04-02,1.1,2026-04-06,2026-04-07,3250.0,3160.0,1000000,307.69,NEXT_DAY,-2.77,-27692.0,972308.0
GOLD,MDKA.JK,10,0.5,1,2026-05-11,0.93,2026-05-12,2026-05-13,2870.0,2730.0,1000000,348.43,NEXT_DAY,-4.88,-48780.0,951220.0
GOLD,ANTM.JK,10,0.5,1,2026-01-16,6.35,2026-01-20,2026-01-21,4120.0,4270.0,1000000,242.72,NEXT_DAY,3.64,36408.0,1036408.0
GOLD,ANTM.JK,10,0.5,1,2026-02-13,6.54,2026-02-18,2026-02-19,4050.0,4230.0,1000000,246.91,NEXT_DAY,4.44,44444.0,1044444.0
GOLD,ANTM.JK,10,0.5,1,2026-03-06,1.72,2026-03-09,2026-03-10,3820.0,4020.0,1000000,261.78,NEXT_DAY,5.24,52356.0,1052356.0
GOLD,ANTM.JK,10,0.5,1,2026-04-02,1.1,2026-04-06,2026-04-07,3650.0,3470.0,1000000,273.97,NEXT_DAY,-4.93,-49315.0,950685.0
GOLD,ANTM.JK,10,0.5,1,2026-05-11,0.93,2026-05-12,2026-05-13,3570.0,3500.0,1000000,280.11,NEXT_DAY,-1.96,-19608.0,980392.0
GOLD,BRMS.JK,10,0.5,1,2026-01-16,6.35,2026-01-20,2026-01-21,1310.0,1265.0,1000000,763.36,NEXT_DAY,-3.44,-34351.0,965649.0
GOLD,BRMS.JK,10,0.5,1,2026-02-13,6.54,2026-02-18,2026-02-19,1040.0,1055.0,1000000,961.54,NEXT_DAY,1.44,14423.0,1014423.0
GOLD,BRMS.JK,10,0.5,1,2026-03-06,1.72,2026-03-09,2026-03-10,755.0,855.0,1000000,1324.5,NEXT_DAY,13.25,132450.0,1132450.0
GOLD,BRMS.JK,10,0.5,1,2026-04-02,1.1,2026-04-06,2026-04-07,760.0,760.0,1000000,1315.79,NEXT_DAY,0.0,0.0,1000000.0
GOLD,BRMS.JK,10,0.5,1,2026-05-11,0.93,2026-05-12,2026-05-13,760.0,770.0,1000000,1315.79,NEXT_DAY,1.32,13158.0,1013158.0
GOLD,PSAB.JK,10,0.5,1,2026-01-16,6.35,2026-01-20,2026-01-21,655.0,650.0,1000000,1526.72,NEXT_DAY,-0.76,-7634.0,992366.0
GOLD,PSAB.JK,10,0.5,1,2026-02-13,6.54,2026-02-18,2026-02-19,535.0,560.0,1000000,1869.16,NEXT_DAY,4.67,46729.0,1046729.0
GOLD,PSAB.JK,10,0.5,1,2026-03-06,1.72,2026-03-09,2026-03-10,476.0,505.0,1000000,2100.84,NEXT_DAY,6.09,60924.0,1060924.0
GOLD,PSAB.JK,10,0.5,1,2026-04-02,1.1,2026-04-06,2026-04-07,525.0,505.0,1000000,1904.76,NEXT_DAY,-3.81,-38095.0,961905.0
GOLD,PSAB.JK,10,0.5,1,2026-05-11,0.93,2026-05-12,2026-05-13,520.0,500.0,1000000,1923.08,NEXT_DAY,-3.85,-38462.0,961538.0
GOLD,HRTA.JK,10,0.5,2,2026-01-16,6.35,2026-01-20,2026-01-22,2620.0,2320.0,1000000,381.68,NEXT_DAY,-11.45,-114504.0,885496.0
GOLD,HRTA.JK,10,0.5,2,2026-02-13,6.54,2026-02-18,2026-02-20,2600.0,2750.0,1000000,384.62,NEXT_DAY,5.77,57692.0,1057692.0
GOLD,HRTA.JK,10,0.5,2,2026-03-06,1.72,2026-03-09,2026-03-11,2600.0,2680.0,1000000,384.62,NEXT_DAY,3.08,30769.0,1030769.0
GOLD,HRTA.JK,10,0.5,2,2026-04-02,1.1,2026-04-06,2026-04-08,2430.0,2570.0,1000000,411.52,NEXT_DAY,5.76,57613.0,1057613.0
GOLD,HRTA.JK,10,0.5,2,2026-05-11,0.93,2026-05-12,2026-05-14,2670.0,2660.0,1000000,374.53,NEXT_DAY,-0.37,-3745.0,996255.0
GOLD,MDKA.JK,10,0.5,2,2026-01-16,6.35,2026-01-20,2026-01-22,3210.0,3240.0,1000000,311.53,NEXT_DAY,0.93,9346.0,1009346.0
GOLD,MDKA.JK,10,0.5,2,2026-02-13,6.54,2026-02-18,2026-02-20,3290.0,3590.0,1000000,303.95,NEXT_DAY,9.12,91185.0,1091185.0
GOLD,MDKA.JK,10,0.5,2,2026-03-06,1.72,2026-03-09,2026-03-11,3330.0,3370.0,1000000,300.3,NEXT_DAY,1.2,12012.0,1012012.0
GOLD,MDKA.JK,10,0.5,2,2026-04-02,1.1,2026-04-06,2026-04-08,3250.0,3300.0,1000000,307.69,NEXT_DAY,1.54,15385.0,1015385.0
GOLD,MDKA.JK,10,0.5,2,2026-05-11,0.93,2026-05-12,2026-05-14,2870.0,2730.0,1000000,348.43,NEXT_DAY,-4.88,-48780.0,951220.0
GOLD,ANTM.JK,10,0.5,2,2026-01-16,6.35,2026-01-20,2026-01-22,4120.0,4220.0,1000000,242.72,NEXT_DAY,2.43,24272.0,1024272.0
GOLD,ANTM.JK,10,0.5,2,2026-02-13,6.54,2026-02-18,2026-02-20,4050.0,4220.0,1000000,246.91,NEXT_DAY,4.2,41975.0,1041975.0
GOLD,ANTM.JK,10,0.5,2,2026-03-06,1.72,2026-03-09,2026-03-11,3820.0,3970.0,1000000,261.78,NEXT_DAY,3.93,39267.0,1039267.0
GOLD,ANTM.JK,10,0.5,2,2026-04-02,1.1,2026-04-06,2026-04-08,3650.0,3740.0,1000000,273.97,NEXT_DAY,2.47,24658.0,1024658.0
GOLD,ANTM.JK,10,0.5,2,2026-05-11,0.93,2026-05-12,2026-05-14,3570.0,3500.0,1000000,280.11,NEXT_DAY,-1.96,-19608.0,980392.0
GOLD,BRMS.JK,10,0.5,2,2026-01-16,6.35,2026-01-20,2026-01-22,1310.0,1230.0,1000000,763.36,NEXT_DAY,-6.11,-61069.0,938931.0
GOLD,BRMS.JK,10,0.5,2,2026-02-13,6.54,2026-02-18,2026-02-20,1040.0,1060.0,1000000,961.54,NEXT_DAY,1.92,19231.0,1019231.0
GOLD,BRMS.JK,10,0.5,2,2026-03-06,1.72,2026-03-09,2026-03-11,755.0,840.0,1000000,1324.5,NEXT_DAY,11.26,112583.0,1112583.0
GOLD,BRMS.JK,10,0.5,2,2026-04-02,1.1,2026-04-06,2026-04-08,760.0,865.0,1000000,1315.79,NEXT_DAY,13.82,138158.0,1138158.0
GOLD,BRMS.JK,10,0.5,2,2026-05-11,0.93,2026-05-12,2026-05-14,760.0,770.0,1000000,1315.79,NEXT_DAY,1.32,13158.0,1013158.0
GOLD,PSAB.JK,10,0.5,2,2026-01-16,6.35,2026-01-20,2026-01-22,655.0,625.0,1000000,1526.72,NEXT_DAY,-4.58,-45802.0,954198.0
GOLD,PSAB.JK,10,0.5,2,2026-02-13,6.54,2026-02-18,2026-02-20,535.0,565.0,1000000,1869.16,NEXT_DAY,5.61,56075.0,1056075.0
GOLD,PSAB.JK,10,0.5,2,2026-03-06,1.72,2026-03-09,2026-03-11,476.0,492.0,1000000,2100.84,NEXT_DAY,3.36,33613.0,1033613.0
GOLD,PSAB.JK,10,0.5,2,2026-04-02,1.1,2026-04-06,2026-04-08,525.0,535.0,1000000,1904.76,NEXT_DAY,1.9,19048.0,1019048.0
GOLD,PSAB.JK,10,0.5,2,2026-05-11,0.93,2026-05-12,2026-05-14,520.0,500.0,1000000,1923.08,NEXT_DAY,-3.85,-38462.0,961538.0
GOLD,HRTA.JK,10,0.5,3,2026-01-16,6.35,2026-01-20,2026-01-23,2620.0,2330.0,1000000,381.68,NEXT_DAY,-11.07,-110687.0,889313.0
GOLD,HRTA.JK,10,0.5,3,2026-02-13,6.54,2026-02-18,2026-02-23,2600.0,2850.0,1000000,384.62,NEXT_DAY,9.62,96154.0,1096154.0
GOLD,HRTA.JK,10,0.5,3,2026-03-06,1.72,2026-03-09,2026-03-12,2600.0,2630.0,1000000,384.62,NEXT_DAY,1.15,11538.0,1011538.0
GOLD,HRTA.JK,10,0.5,3,2026-04-02,1.1,2026-04-06,2026-04-09,2430.0,2590.0,1000000,411.52,NEXT_DAY,6.58,65844.0,1065844.0
GOLD,HRTA.JK,10,0.5,3,2026-05-11,0.93,2026-05-12,2026-05-15,2670.0,2660.0,1000000,374.53,NEXT_DAY,-0.37,-3745.0,996255.0
GOLD,MDKA.JK,10,0.5,3,2026-01-16,6.35,2026-01-20,2026-01-23,3210.0,3300.0,1000000,311.53,NEXT_DAY,2.8,28037.0,1028037.0
GOLD,MDKA.JK,10,0.5,3,2026-02-13,6.54,2026-02-18,2026-02-23,3290.0,3740.0,1000000,303.95,NEXT_DAY,13.68,136778.0,1136778.0
GOLD,MDKA.JK,10,0.5,3,2026-03-06,1.72,2026-03-09,2026-03-12,3330.0,3370.0,1000000,300.3,NEXT_DAY,1.2,12012.0,1012012.0
GOLD,MDKA.JK,10,0.5,3,2026-04-02,1.1,2026-04-06,2026-04-09,3250.0,3230.0,1000000,307.69,NEXT_DAY,-0.62,-6154.0,993846.0
GOLD,MDKA.JK,10,0.5,3,2026-05-11,0.93,2026-05-12,2026-05-15,2870.0,2730.0,1000000,348.43,NEXT_DAY,-4.88,-48780.0,951220.0
GOLD,ANTM.JK,10,0.5,3,2026-01-16,6.35,2026-01-20,2026-01-23,4120.0,4290.0,1000000,242.72,NEXT_DAY,4.13,41262.0,1041262.0
GOLD,ANTM.JK,10,0.5,3,2026-02-13,6.54,2026-02-18,2026-02-23,4050.0,4390.0,1000000,246.91,NEXT_DAY,8.4,83951.0,1083951.0
GOLD,ANTM.JK,10,0.5,3,2026-03-06,1.72,2026-03-09,2026-03-12,3820.0,3890.0,1000000,261.78,NEXT_DAY,1.83,18325.0,1018325.0
GOLD,ANTM.JK,10,0.5,3,2026-04-02,1.1,2026-04-06,2026-04-09,3650.0,3750.0,1000000,273.97,NEXT_DAY,2.74,27397.0,1027397.0
GOLD,ANTM.JK,10,0.5,3,2026-05-11,0.93,2026-05-12,2026-05-15,3570.0,3500.0,1000000,280.11,NEXT_DAY,-1.96,-19608.0,980392.0
GOLD,BRMS.JK,10,0.5,3,2026-01-16,6.35,2026-01-20,2026-01-23,1310.0,1250.0,1000000,763.36,NEXT_DAY,-4.58,-45802.0,954198.0
GOLD,BRMS.JK,10,0.5,3,2026-02-13,6.54,2026-02-18,2026-02-23,1040.0,1060.0,1000000,961.54,NEXT_DAY,1.92,19231.0,1019231.0
GOLD,BRMS.JK,10,0.5,3,2026-03-06,1.72,2026-03-09,2026-03-12,755.0,815.0,1000000,1324.5,NEXT_DAY,7.95,79470.0,1079470.0
GOLD,BRMS.JK,10,0.5,3,2026-04-02,1.1,2026-04-06,2026-04-09,760.0,845.0,1000000,1315.79,NEXT_DAY,11.18,111842.0,1111842.0
GOLD,BRMS.JK,10,0.5,3,2026-05-11,0.93,2026-05-12,2026-05-15,760.0,770.0,1000000,1315.79,NEXT_DAY,1.32,13158.0,1013158.0
GOLD,PSAB.JK,10,0.5,3,2026-01-16,6.35,2026-01-20,2026-01-23,655.0,620.0,1000000,1526.72,NEXT_DAY,-5.34,-53435.0,946565.0
GOLD,PSAB.JK,10,0.5,3,2026-02-13,6.54,2026-02-18,2026-02-23,535.0,570.0,1000000,1869.16,NEXT_DAY,6.54,65421.0,1065421.0
GOLD,PSAB.JK,10,0.5,3,2026-03-06,1.72,2026-03-09,2026-03-12,476.0,482.0,1000000,2100.84,NEXT_DAY,1.26,12605.0,1012605.0
GOLD,PSAB.JK,10,0.5,3,2026-04-02,1.1,2026-04-06,2026-04-09,525.0,510.0,1000000,1904.76,NEXT_DAY,-2.86,-28571.0,971429.0
GOLD,PSAB.JK,10,0.5,3,2026-05-11,0.93,2026-05-12,2026-05-15,520.0,500.0,1000000,1923.08,NEXT_DAY,-3.85,-38462.0,961538.0
