driver,driver_symbol,ticker,rule,signal_date,event_date,driver_close,driver_return_pct,entry_date,buy_date,exit_date,sell_date,entry_price,buy_price,exit_price,sell_price,return_pct,return_decimal,lookback_days,threshold_pct,hold_days,cooldown_days
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2020-01-03,2020-01-03,1549.199951171875,5.201682524506279,2020-01-06,2020-01-06,2020-01-17,2020-01-17,1156.08740234375,1156.08740234375,1170.721435546875,1170.721435546875,1.2658241213819421,0.012658241213819421,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2020-02-21,2020-02-21,1644.5999755859375,5.0795477119752075,2020-02-24,2020-02-24,2020-03-06,2020-03-06,1326.817626953125,1326.817626953125,1263.403564453125,1263.403564453125,-4.77941061467676,-0.0477941061467676,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2020-03-27,2020-03-27,1623.9000244140625,7.138620883277835,2020-03-30,2020-03-30,2020-04-13,2020-04-13,1009.7472534179688,1009.7472534179688,1229.2574462890625,1229.2574462890625,21.739122550525124,0.21739122550525125,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2020-07-24,2020-07-24,1897.300048828125,5.511072202602785,2020-07-27,2020-07-27,2020-08-10,2020-08-10,1814.6181640625,1814.6181640625,1931.6903076171875,1931.6903076171875,6.451613120227484,0.06451613120227484,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2021-05-18,2021-05-18,1867.800048828125,5.180763457052051,2021-05-19,2021-05-19,2021-06-03,2021-06-03,2565.8310546875,2565.8310546875,2653.63525390625,2653.63525390625,3.422056922194505,0.03422056922194505,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2021-11-17,2021-11-17,1869.699951171875,6.0161021237645995,2021-11-18,2021-11-18,2021-12-01,2021-12-01,3365.82421875,3365.82421875,3619.48046875,3619.48046875,7.536229865688071,0.07536229865688071,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2022-02-17,2022-02-17,1900.699951171875,5.418743825395178,2022-02-18,2022-02-18,2022-03-07,2022-03-07,3756.064697265625,3756.064697265625,4253.62109375,4253.62109375,13.246747236451784,0.13246747236451784,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2022-11-10,2022-11-10,1750.300048828125,5.395321267578979,2022-11-11,2022-11-11,2022-11-24,2022-11-24,4450.0,4450.0,4430.0,4430.0,-0.44943820224718767,-0.004494382022471877,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2023-01-13,2023-01-13,1918.4000244140625,5.435560561366448,2023-01-16,2023-01-16,2023-01-30,2023-01-30,4600.0,4600.0,4670.0,4670.0,1.521739130434785,0.01521739130434785,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2023-03-13,2023-03-13,1911.699951171875,5.2118850397289584,2023-03-14,2023-03-14,2023-03-29,2023-03-29,4000.0,4000.0,4130.0,4130.0,3.2499999999999973,0.03249999999999997,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2023-10-17,2023-10-17,1922.699951171875,5.376519615179465,2023-10-18,2023-10-18,2023-10-31,2023-10-31,2490.0,2490.0,2230.0,2230.0,-10.441767068273089,-0.10441767068273089,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2023-12-27,2023-12-27,2081.89990234375,5.263416470097959,2023-12-28,2023-12-28,2024-01-11,2024-01-11,2690.0,2690.0,2430.0,2430.0,-9.665427509293679,-0.09665427509293678,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2024-03-04,2024-03-04,2117.699951171875,5.279639630717137,2024-03-05,2024-03-05,2024-03-20,2024-03-20,2250.0,2250.0,2260.0,2260.0,0.4444444444444473,0.004444444444444473,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2024-04-03,2024-04-03,2294.39990234375,6.404482232919184,2024-04-04,2024-04-04,2024-04-25,2024-04-25,2680.0,2680.0,2520.0,2520.0,-5.970149253731338,-0.05970149253731338,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2024-07-11,2024-07-11,2415.0,5.036536677425696,2024-07-12,2024-07-12,2024-07-25,2024-07-25,2400.0,2400.0,2430.0,2430.0,1.2499999999999956,0.012499999999999956,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2024-08-20,2024-08-20,2511.300048828125,5.1148945702089055,2024-08-21,2024-08-21,2024-09-03,2024-09-03,2350.0,2350.0,2360.0,2360.0,0.42553191489360653,0.004255319148936065,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2024-09-20,2024-09-20,2619.89990234375,5.0691759512231815,2024-09-23,2024-09-23,2024-10-04,2024-10-04,2290.0,2290.0,2680.0,2680.0,17.030567685589524,0.17030567685589526,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2025-02-10,2025-02-10,2914.300048828125,6.458449272260269,2025-02-11,2025-02-11,2025-02-24,2025-02-24,1455.0,1455.0,1715.0,1715.0,17.86941580756014,0.1786941580756014,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2025-03-14,2025-03-14,2994.5,5.559078837333642,2025-03-17,2025-03-17,2025-04-08,2025-04-08,1440.0,1440.0,1220.0,1220.0,-15.277777777777779,-0.1527777777777778,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2025-04-16,2025-04-16,3326.60009765625,5.946055642510739,2025-04-17,2025-04-17,2025-05-02,2025-05-02,1645.0,1645.0,1690.0,1690.0,2.735562310030404,0.02735562310030404,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2025-06-02,2025-06-02,3370.60009765625,5.9270929495993,2025-06-03,2025-06-03,2025-06-18,2025-06-18,2070.0,2070.0,2240.0,2240.0,8.212560386473422,0.08212560386473422,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2025-09-02,2025-09-02,3549.39990234375,6.5342003890627165,2025-09-03,2025-09-03,2025-09-17,2025-09-17,2550.0,2550.0,2490.0,2490.0,-2.352941176470591,-0.02352941176470591,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2025-10-01,2025-10-01,3867.5,5.043727217912908,2025-10-02,2025-10-02,2025-10-15,2025-10-15,2120.0,2120.0,2350.0,2350.0,10.849056603773576,0.10849056603773577,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2025-11-12,2025-11-12,4204.39990234375,5.540074651128091,2025-11-13,2025-11-13,2025-11-26,2025-11-26,2460.0,2460.0,2340.0,2340.0,-4.878048780487809,-0.04878048780487809,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2025-12-22,2025-12-22,4444.60009765625,6.147303456660724,2025-12-23,2025-12-23,2026-01-09,2026-01-09,2230.0,2230.0,2700.0,2700.0,21.076233183856495,0.21076233183856496,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2026-01-23,2026-01-23,4976.2001953125,11.832257835137682,2026-01-26,2026-01-26,2026-02-06,2026-02-06,3450.0,3450.0,2850.0,2850.0,-17.391304347826086,-0.17391304347826086,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2026-02-27,2026-02-27,5230.5,6.231082164173651,2026-03-02,2026-03-02,2026-03-13,2026-03-13,3940.0,3940.0,3190.0,3190.0,-19.035532994923855,-0.19035532994923854,10,5.0,10,20
GOLD,GOLD,MDKA.JK,GOLD >= +5% in 10D | Hold 10D | Cooldown 20D,2026-04-07,2026-04-07,4657.10009765625,5.744646906064643,2026-04-08,2026-04-08,2026-04-21,2026-04-21,3300.0,3300.0,3370.0,3370.0,2.1212121212121238,0.021212121212121238,10,5.0,10,20
